time,x,y,z,target
0.0,0.019749991810059583,-0.3682153352688435,-0.5263232170079648,fault
0.4166666666666667,-0.29871327798910696,-0.3752815769688333,-0.1978546152175317,fault
0.8333333333333334,-0.20749331981574545,-0.09036398602180322,0.11383904511800474,fault
1.25,-0.010987838733726983,0.076773036021756,0.09834935057742085,fault
1.6666666666666667,-0.02971430436608431,-0.03204288420894977,-0.01631616292700722,fault
2.0833333333333335,-0.14043900033346252,-0.022392321963492872,0.09618942092597677,fault
2.5,-0.011448306564979392,0.21588676735043583,0.3203280071713982,fault
2.916666666666667,0.37447938338212305,0.4069671312727942,0.26332142012516596,fault
3.3333333333333335,0.507479925885924,0.15196715583902998,-0.23442720757788854,fault
3.75,-0.04239160840501233,-0.45777107012707363,-0.6996021145454004,fault
4.166666666666667,-0.7517030893721487,-0.7991346142502724,-0.34526207725787217,fault
4.583333333333334,-0.7949222529029447,-0.2901141630431419,0.5020747608301274,fault
5.0,0.04150859415716551,0.7891653727482325,1.139213579484315,fault
5.416666666666667,1.0383515973492428,1.2304493884243022,0.5897897349199019,fault
5.833333333333334,1.1796662118933514,0.2929401528958739,-0.7366404656610698,fault
6.25,-0.11639407120102135,-1.0865240975019992,-1.3836790991357721,fault
6.666666666666667,-1.2168402163864849,-1.2680710612685298,-0.6353832361354524,fault
7.083333333333334,-0.9742021271163321,-0.42241723934203224,0.6662286786058471,fault
7.5,-0.05642178127714308,0.7759541604456274,1.0529726363828282,fault
7.916666666666667,0.7654343798012226,0.7711046311134829,0.41744844613356225,fault
8.333333333333334,0.6228624229083106,0.20478997517447578,-0.3755959527490802,fault
8.75,-0.023775199948498426,-0.45497233772718715,-0.6220783418850714,fault
9.166666666666668,-0.3892576680139488,-0.4777566166851426,-0.2105706570415945,fault
9.583333333333334,-0.26075922207784846,-0.08255222548452772,0.14856590340876766,fault
10.0,0.007443594429977517,0.09558565945469051,0.1579189066580927,fault
0.0,0.013822354705416835,-0.3407534667086778,-0.47842880446478464,fault
0.4166666666666667,-0.29509295851073813,-0.35141315935038636,-0.19827113047821276,fault
0.8333333333333334,-0.19672071877533537,-0.04727737561188322,0.11082221547959807,fault
1.25,-0.002907229854888547,0.07020635994341917,0.09768890307226771,fault
1.6666666666666667,-0.030829890958688155,-0.029401421857818306,-0.018751088800358754,fault
2.0833333333333335,-0.15613659988292164,-0.040657592692141,0.0723348853271473,fault
2.5,-0.014124095355565337,0.21384249343669653,0.31509275446965646,fault
