time,x,y,z,target
0.0,0.05081422108241388,0.836395201163413,0.9661278285989019,fault
0.10101010101010101,0.3944546964877917,0.9022733920807542,0.9006306234298446,fault
0.20202020202020202,0.5883039711667797,1.0325487445126407,0.8318852087650231,fault
0.30303030303030304,0.8018211377561639,1.043003493687873,0.5970707793863246,fault
0.40404040404040403,1.0048727854285968,0.9022037119199372,0.3392884999765372,fault
0.5050505050505051,1.088944011525559,0.8752587235430622,-0.04885368505547004,fault
0.6060606060606061,0.9491067718156543,0.43359896510454893,-0.4122963438660521,fault
0.7070707070707071,0.9432626733483099,0.03581324311949581,-0.5383130170360609,fault
0.8080808080808081,0.5792193082776038,-0.10340929225576687,-0.9621009010931412,fault
0.9090909090909091,0.3445046027579327,-0.5719860200420441,-1.0074191567481765,fault
1.0101010101010102,0.005518895672132543,-0.8473952473534836,-1.1216147088992612,fault
1.1111111111111112,-0.4300610107140972,-0.9955931717868172,-1.0324640564221743,fault
1.2121212121212122,-0.7913049702220436,-1.1481501340067994,-0.8086881900666609,fault
1.3131313131313131,-0.990345188131761,-1.138359630316915,-0.6252223456170742,fault
1.4141414141414141,-1.1020721231572514,-0.9605520493876305,-0.2765932278193707,fault
1.5151515151515151,-1.1328126599868642,-0.7361473354415172,0.08088126225641853,fault
1.6161616161616161,-1.0768964154242207,-0.47058335620184194,0.46657079318160044,fault
1.7171717171717171,-0.7828729502551838,-0.13090880260931828,0.7115168035918075,fault
1.8181818181818181,-0.6170037918242014,0.24985888771523382,1.0559083414194024,fault
1.9191919191919191,-0.35315674822727683,0.51392803135707,1.130688933251241,fault
2.0202020202020203,0.10115638107621705,0.9484108891234874,1.1626236916413817,fault
2.121212121212121,0.44724813251427764,1.0138420284351957,1.117657765898105,fault
2.2222222222222223,0.8373867702338668,1.2630595868565078,0.9684242384551937,fault
2.323232323232323,0.8739475288521488,1.1997419497500497,0.6221951753581328,fault
2.4242424242424243,1.1815268289329692,1.1401906370156893,0.29284528668467336,fault
2.525252525252525,1.2610124490517083,0.8053462785913984,-0.0817851293324362,fault
2.6262626262626263,1.1973897980939792,0.4838015169086841,-0.47172747395207176,fault
2.727272727272727,1.069092676239131,0.0821797687955659,-0.7999090802072144,fault
2.8282828282828283,0.716955558059195,-0.25858928427908057,-1.185172975383128,fault
2.929292929292929,0.3421598529257116,-0.6949392357544667,-1.2468381061204064,fault
3.0303030303030303,-0.14660890904897572,-1.0497943697412082,-1.3160383149720805,fault
